premise	hypothesis	prediction	label
Case Study Evaluations.	Independent case study evaluations.	1	2
Lie back, and DON'T THINK.	Lie back, and do not use your crazy mind.	1	2
2466, discusses the four collections, which include certification of a minimum number of installed and operating microwave links and the maintenance of a computer-readable database.	2466 discusses four collections and 2467 discusses the consequences of them.	1	2
during the whole war he never put out like a conservation a conservation effort for oil	The whole war we guarded the oil and tried to steal it.	2	0
This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.	The Sea of Galilee is full of saltwater. 	2	0
You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty.	The reward for actually breaking stories is empty.	0	1
i mean that's a real attractive option if you have the the technology for it all it was was you know i mean she just used a phone modem and she was like she was sitting in the office	She just used a phone modem and it was like she was sitting in the office. 	0	1
According to this plan, areas that were predominantly Arab the Gaza Strip, the central part of the country, the northwest corner, and the West Bank were to remain under Arab control as Palestine, while the southern Negev Des?Υrt and the northern coastal strip would form the new State of Israel.	We want to give Palestine and Israel a two-state solution that benefits both of them.	1	2
If all else failed, I could always make myself an exhibit.	There are major downsides to making myself an exhibit. 	1	2
At the same moment I felt a terrific blow on the back of my head… ." She shuddered.	I was hit on by a nerdy guy at the local bar. 	1	0
For example, the moderate scenario assumes a 50% or $1.	50% is secured 	0	2
The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.	The Left Behind series is about people converting to Christianity.	1	2
This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.	The lake is full of fresh water and measures 36 miles around.	2	1
In other words, the paper exhibited the all-too-typical journalistic tic of exposing potential conflicts of interest involving politicians while ignoring those involving journalists.	The paper has exposed multiple politicians conflicts of interest, in the time it has been running.	2	1
If the difference between these two prices is large enough, the mailer could hire a trucking firm, as discussed above.	It is very easy for the mailer to hire a trucking firm.	0	2
No, indeed, said Cynthia. 	Yes, certainly, said Cynthia.	1	0
Three more days went by in dreary inaction.	Nothing major happened for three days.	0	1
As he emerged, Boris remarked, glancing up at the clock: "You are early.	Boris remarked, glancing at the clock, 'You are late.'	1	0
At the western end of Cowgate (where it meets Holyrood Road), you will see one of the few remaining sections of Edinburgh's old city wall (Flodden Wall), built following the Lang Siege of the 1570s.	Flodden Wall was built after the Lang Siege took place, in the 1570s.	2	1
On the northwestern Alpine frontier, a new state had appeared on the scene, destined to lead the movement to a united Italy.	The alpine frontier was separated from Italy by glaciers.	1	2
Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.	Even if the entire unified surplus were lost, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.	2	0
Most of it, I couldn't even begin to identify.	I didn't know what any of the food is.	0	2
'Don't worry,' he whispered.	He was very calm and said not to worry.	0	1
Great mistake to say too much.	It screwed things up when they said too much.	2	1
The house fell into ruin after emancipation, when fear of the witch's influence drove the plantation's slaves away.	The witch was nothing more than a tall tale to scare little children.	0	2
(j) Promotional items a member receives as a consequence of using travel or transportation services procured by the United States or accepted pursuant to 31	Frequent flyer miles are one of the promotional items a member can receive.	1	2
Click Friedrich Hayek ring to go ...	Clicking will bring you to the next site.	1	2
